"outlet","time","title","url"
"BG",2016-01-18,"Boston Ballet promotes three dancers","https://www.bostonglobe.com/arts/theater-art/2016/01/19/boston-ballet-promotes-three-dancers/cDJEBpAI3jfRd0dJ3aN8sJ/story.html"
"BG",2016-01-18,"'The Narrow Door.' 'The Social Life of DNA.' 'Poor Your Soul'","https://www.bostonglobe.com/arts/books/2016/01/18/tales-heart-and-soul-with-dna-between/5I3flPBu3g5kFjAYfvEc9H/story.html"
"BG",2016-01-18,"With a cherry on top","https://www.bostonglobe.com/lifestyle/food-dining/2016/01/19/woodford-reserve-bourbon-cherries-make-cocktails-even-better/e6UsFvfbo1YHDj91qxbfXI/story.html"
"BG",2016-01-18,"Mallorca's history is coiled in a pastry","https://www.bostonglobe.com/lifestyle/food-dining/2016/01/18/mallorca-history-coiled-dough-ensaimada-traditional-pastry/u0TPTEiAkQU4IAbzTuwKrN/story.html"
"BG",2016-01-18,"He's building a charcuterie empire one link at a time","https://www.bostonglobe.com/lifestyle/food-dining/2016/01/18/joshua-smith-building-charcuterie-empire-one-link-time/m8BTnsLkOjGoaJoz6XDnbO/story.html"
"BG",2016-01-18,"Recipe for acorn squash stuffed with chicken and hoisin sauce","https://www.bostonglobe.com/lifestyle/food-dining/2016/01/18/acorn-squash-stuffed-with-chicken-and-hoisin-sauce/qi7Xb6bePC5RnqUBzEfsYL/story.html"
"BG",2016-01-18,"Spicy homestyle flavors shine at Kimchi Kitchen","https://www.bostonglobe.com/lifestyle/food-dining/2016/01/18/spicy-homestyle-flavors-shine-kimchi-kitchen/Ud04INh7kSlGOTamWTTNmJ/story.html"
"BG",2016-01-18,"Recipe for Middle Eastern meatball soup with vegetables","https://www.bostonglobe.com/lifestyle/food-dining/2016/01/18/middle-eastern-meatball-soup-with-vegetables/wHC2H70tk2gUnxDRtgUYhP/story.html"
"BG",2016-01-18,"Pass on the popcorn; pop sorghum instead","https://www.bostonglobe.com/lifestyle/food-dining/2016/01/18/pass-popcorn-pop-sorghum-instead/Uz3ChEMYb8XiD2ubSI7hSJ/story.html"
"BG",2016-01-18,"Recipe for roast salmon with white bean and tomato ragout","https://www.bostonglobe.com/lifestyle/food-dining/2016/01/19/roast-salmon-with-white-bean-and-tomato-ragout/OUvlRqkPs9Ar7iOSTI7dxM/story.html"
"BG",2016-01-18,"The drinking pig. and other tales of animal intoxication","https://www.bostonglobe.com/lifestyle/2016/01/18/the-drinking-pig-and-other-tales/Vwascsrojz3sYORfzWiQOI/story.html"
"BG",2016-01-18,"Codex Hackathon. a two-day marathon of tech for books","https://www.bostonglobe.com/arts/books/2016/01/19/codex-hackathon-two-day-marathon-tech-for-books-programmers-and-literary-nerds-put-their-heads-together-chart-future-publishing/U9kKDIEJzOmkALoJOBwOMJ/story.html"
"BG",2016-01-18,"Indian dal is fragrant. comforting. and easy to make","https://www.bostonglobe.com/lifestyle/style/2016/01/19/indian-dal-fragrant-comforting-and-easy-make/uqAecbidM61FUsxlLLVjQO/story.html"
"BG",2016-01-18,"'Soup for Syria' cookbook supports refugees","https://www.bostonglobe.com/lifestyle/food-dining/2016/01/18/soup-for-syria-cookbook-supports-refugees/ER2a4Z1aBzeXBr1vhajrbP/story.html"
"BG",2016-01-18,"Monday's school roundup: No. 2 Cambridge overwhelms No. 11 ...","https://www.bostonglobe.com/sports/2016/01/18/cambridge-overwhelms-cathedral-boys-basketball/e0rVvfe7M5nFu8BRWP66OI/story.html"
"BG",2016-01-18,"Wayfair launches national ad campaign","https://www.bostonglobe.com/business/2016/01/18/wayfair-launches-national-campaign/kThBjBO45hKmUPgrhsL0QP/story.html"
"BG",2016-01-18,"Turning Assets Into Liquidity","http://sponsored.bostonglobe.com/rocklandtrust/turning-assets-into-liquidity/"
"BG",2016-01-18,"So you want to run a food truck?","https://www.bostonglobe.com/lifestyle/food-dining/2016/01/18/course-teaches-how-run-food-truck/0PV40R9giyH1FGuexbZ3GP/story.html"
"BG",2016-01-18,"Recipe for celery root soup with pear. ginger. and sage","https://www.bostonglobe.com/lifestyle/food-dining/2016/01/19/recipe-for-celery-root-soup-with-pear-ginger-and-sage/01gafRdmZOf5Ecwx5IfOkK/story.html"
"BG",2016-01-18,"In Ben Johnston's quartet. unconventional tuning makes hymn sing","https://www.bostonglobe.com/arts/2016/01/18/ben-johnston-quartet-unconventional-tuning-makes-hymn-sing/OKqxvmMeL49Cn4YH3aV7zN/story.html"
"BG",2016-01-18,"How to avoid financial abuse of elders","https://www.bostonglobe.com/business/2016/01/22/how-protect-against-senior-scams/aynp4uotj0slIu8xoEs6CP/story.html"
"BG",2016-01-18,"UMass Lowell team hunts for cold. hard facts in Antarctica","https://www.bostonglobe.com/metro/2016/01/18/umass-team-hunts-for-cold-hard-facts-antarctica/m0z8WCIUKERntVdXI5y3CO/story.html"
"BG",2016-01-18,"Matignon's basketball struggles a distant memory","https://www.bostonglobe.com/sports/2016/01/18/matignon-basketball-struggles-distant-memory/MzLj9y9DrEdeEPSio6cZUI/story.html"
"BG",2016-01-18,"A master's art. illuminated. in 'Sondheim on Sondheim'","https://www.bostonglobe.com/arts/theater-art/2016/01/19/master-art-illuminated-lyric-stage-sondheim-sondheim/AnEBLxBRPrFBbvuua9O0WN/story.html"
"BG",2016-01-18,"Significant snowfall may be on the way","https://www.bostonglobe.com/metro/2016/01/18/weather-service-looks-ahead-weekend-snowstorm/OmW47mKHgw9oHw5gAbGUgK/story.html"
"BG",2016-01-18,"Snowy owl removed from Logan released at Salisbury Beach","https://www.bostonglobe.com/metro/2016/01/17/snowy-owl-removed-from-logan-released-salisbury-beach/kB4xTDh0OORxSkS9K9dj0L/story.html"
"BG",2016-01-19,"In Iowa. Sarah Palin endorses Donald Trump","https://www.bostonglobe.com/news/politics/2016/01/19/sarah-palin-endorses-donald-trump/QddiXBQgNL5mbT63jMC6OP/story.html"
"BG",2016-01-19,"Alarmed Clinton supporters focusing on Sanders' socialist beliefs","https://www.bostonglobe.com/news/politics/2016/01/19/alarmed-clinton-supporters-focusing-sanders-socialist-beliefs/iivsZoEfd472gFr3WI9w3N/story.html"
"BG",2016-01-19,"New poll shows Sanders with huge lead in NH","https://www.bostonglobe.com/news/politics/2016/01/19/new-poll-shows-sanders-with-huge-lead-over-clinton/WaA7SjeedSvybv7x5axbfJ/story.html"
"BG",2016-01-19,"How could Bernie Sanders win the nomination?","https://www.bostonglobe.com/news/politics/2016/01/19/how-could-bernie-sanders-win-nomination/cFgr56MoZp8tZx5u5LgeZL/story.html"
"BG",2016-01-19,"For many. MLK Day offers opportunity to serve others","https://www.bostonglobe.com/metro/2016/01/18/day-service-and-reflection-for-rev-martin-luther-king/GuGhz562vFp0XBdnqa7QnM/story.html"
"BG",2016-01-19,"Patriots-Broncos matchup is a game but also a culture war","https://www.bostonglobe.com/metro/2016/01/18/patriots-broncos-matchup-culture-war/oFPsJwePYIpPLKmAZKmFPK/story.html"
"BG",2016-01-19,"Patriots aren't a well-traveled playoff team","https://www.bostonglobe.com/sports/2016/01/19/patriots-aren-well-traveled-playoff-team/CAIhpP4oFVAjvtXA6NF73I/story.html"
"BG",2016-01-19,"Broncos cornerback may struggle against Julian Edelman","https://www.bostonglobe.com/sports/2016/01/19/broncos-linebacker-says-gronk-pushes-off/oZRobDnxD5uGk1CUf02fVO/story.html"
"BG",2016-01-19,"DiCaprio rips Big Oil at Davos confab of business leaders","https://www.bostonglobe.com/lifestyle/names/2016/01/20/dicaprio-rips-big-oil-davos-confab-business-leaders/kHVEUEGV1Fwca8kQax6W8N/story.html"
"BG",2016-01-19,"Patriots rode Julian Edelman. Rob Gronkowski to victory","https://www.bostonglobe.com/sports/2016/01/17/onfoot/mWmLpiTqxqAauh3OuXxmRM/story.html"
"BG",2016-01-19,"Advocates cheer court's decision to review immigration programs","https://www.bostonglobe.com/metro/2016/01/19/advocates-cheer-supreme-court-decision-consider-obama-immigration-programs/SUksFtwAdCnyOjpd6yAfsN/story.html"
"BG",2016-01-19,"Supreme Court to review Obama's immigration plan","https://www.bostonglobe.com/news/nation/2016/01/19/supreme-court-review-obama-plan-shield-immigrants-from-deportation/OiwWXMGad2zNBMQog30knI/story.html"
"BG",2016-01-19,"Rafael Nadal upset in first round of Australian Open","https://www.bostonglobe.com/sports/2016/01/19/rafael-nadal-upset-day-australian-open/wHioMffcAd9RnjmkApQ6bL/story.html"
"BG",2016-01-19,"Twitter's service problems continue worldwide","https://www.bostonglobe.com/business/2016/01/19/twitter-experiences-service-outage/yISS9Dq8QJz3nGLjFYM3GM/story.html"
"BG",2016-01-19,"2 dead. 18 hurt after bus flips on Northern California freeway","https://www.bostonglobe.com/news/nation/2016/01/19/dead-hurt-after-greyhound-bus-flips-northern-california-freeway/Ax7U2U9T2XqxwijHKiZrzL/story.html"
"BG",2016-01-19,"John Kasich sees an opening in New Hampshire","https://www.bostonglobe.com/metro/2016/01/19/john-kasich-sees-opening-new-hampshire/eSOd8OO9w4uTTP7hPYkCsJ/story.html"
"BG",2016-01-19,"Pearl Jam posts dates for Fenway shows","https://www.bostonglobe.com/lifestyle/names/2016/01/19/pearl-jam-posts-dates-for-fenway-shows-its-web-site/sHny41AkjDaDVGkaCmljXM/story.html"
"BG",2016-01-19,"Univision buys stake in The Onion","https://www.bostonglobe.com/business/2016/01/19/univision-now-minority-investor-the-onion/wVbvFIHryMGigvtzKldBqK/story.html"
"BG",2016-01-19,"Caitlyn Jenner to publish a memoir","https://www.bostonglobe.com/arts/books/2016/01/19/caitlyn-jenner-publish-memoir/wJ1BUhMlpQSl5nuyp46CzO/story.html"
"BG",2016-01-19,"More schools across Mass. receive bomb threats","https://www.bostonglobe.com/metro/2016/01/19/arlington-high-school-closing-early-after-threat-bombing-shooting-received/4dZJToXJ3R4BMH2N3NNOtK/story.html"
"BG",2016-01-19,"Sting. Peter Gabriel announce 'Rock. Paper Scissors' tour","https://www.bostonglobe.com/arts/music/2016/01/19/sting-peter-gabriel-announce-rock-paper-scissors-tour/w3C0awT3VKe3tAViEHoAIJ/story.html"
"BG",2016-01-19,"Minor-leaguer John Scott will be a team captain at NHL All-Star Game","https://www.bostonglobe.com/sports/2016/01/19/minor-leaguer-john-scott-will-team-captain-nhl-all-star-game/2KsZ4I7AZanv2rC1uCk4ZK/story.html"
"BG",2016-01-19,"Fla. mansion once owned by Pablo Escobar to be demolished","https://www.bostonglobe.com/news/nation/2016/01/19/fla-mansion-once-owned-pablo-escobar-demolished/oFVLZlSaeUcdO2O8mPViIN/story.html"
"BG",2016-01-19,"Supermodel Stephanie Seymour charged with DUI in Conn.","https://www.bostonglobe.com/metro/2016/01/19/supermodel-stephanie-seymour-charged-with-dui-conn/uE9uiaJiWqTFNwx9TjRgPJ/story.html"
"BG",2016-01-19,"Amir Johnson's return to Toronto is a meaningful one","https://www.bostonglobe.com/sports/2016/01/19/amir-johnson-return-toronto-meaningful-one/gZTWOFz08Wo8GaPVnJPAZN/story.html"
"BG",2016-01-19,"In Zach Galifianakis's 'Baskets.' the tears of a clown","https://www.bostonglobe.com/arts/television/2016/01/19/baskets-tears-clown/w3GAJRBV4CKJvgIrYH1IzK/story.html"
"BG",2016-01-19,"Uber. Airbus to test on-demand helicopter service","https://www.bostonglobe.com/business/2016/01/19/uber-airbus-test-demand-helicopter-service/or8VXShne05Icb7hjSEJVN/story.html"
"BG",2016-01-19,"East Coast. Ohio Valley brace for possible big snowstorm","https://www.bostonglobe.com/news/nation/2016/01/19/east-coast-ohio-valley-brace-for-possible-big-snowstorm/ElGBmfzfYHLLvhdamoNJ9H/story.html"
"BG",2016-01-19,"Mayor Walsh's full remarks from State of the City address","https://www.bostonglobe.com/metro/2016/01/19/mayor-walsh-full-remarks-from-state-city-address/iCJ3SDYg28oAQdiq1Th93K/story.html"
"BG",2016-01-19,"GE and the corruption of crony capitalism","https://www.bostonglobe.com/opinion/2016/01/20/luring-massachusetts-rank-crony-capitalism/INlLyaC2ZRqgCVnOBJ7dzN/story.html"
"BG",2016-01-19,"With GE on its way. Mass. economy comes full circle","https://www.bostonglobe.com/business/2016/01/19/with-its-way-mass-economy-comes-full-circle/y0sc9JeQJsAVGT9noCPi8M/story.html"
"BG",2016-01-19,"Suffolk snags $1 billion deal to build Everett casino","https://www.bostonglobe.com/metro/2016/01/19/suffolk-wins-billion-contract-build-wynn-casino-everett/O4TWvPqomD5GcHMror8SPM/story.html"
"BG",2016-01-19,"'Spotlight' star Michael Keaton honored in France","https://www.bostonglobe.com/lifestyle/names/2016/01/20/spotlight-star-michael-keaton-honored-france/OGuusAvPWBzx7Gu3BIsajP/story.html"
"BG",2016-01-19,"Berklee. Boston Conservatory finalize merger","https://www.bostonglobe.com/metro/2016/01/19/berklee-boston-conservatory-announce-merger/Yz2KT1jhs85k2NFywbPBYN/story.html"
"BG",2016-01-19,"6 arrested at Logan Airport in wage protest","https://www.bostonglobe.com/metro/2016/01/18/airport-workers-protest-wages-logan/eozc9gDdtHyEodkvrRIa8O/story.html"
"BG",2016-01-19,"Seiji Ozawa returning to Tanglewood Festival this summer","https://www.bostonglobe.com/arts/music/2016/01/21/seiji-ozawa-returns-tanglewood-festival-this-summer/CYys7xatZjSQE7a0pVmmYO/story.html"
"BG",2016-01-19,"Average homeowner in Mass. to see taxes rise 4%","https://www.bostonglobe.com/metro/2016/01/18/mass-homeowners-billed-more-property-taxes-average-this-year/I7Qr7Hp3mhn3av1gaoQUgP/story.html"
"BG",2016-01-19,"Victim struck and killed by train was Melrose High student","https://www.bostonglobe.com/metro/2016/01/19/victim-struck-train-was-melrose-high-student/ugDWWFlTzD14miUz12PkTL/story.html"
"BG",2016-01-19,"UMass Boston bans smoking on campus","https://www.bostonglobe.com/metro/2016/01/19/umass-boston-bans-smoking-campus/MnplzXWGWWJHyqoJdg5dqM/story.html"
"BG",2016-01-19,"Man struck. killed by commuter rail train in Melrose","https://www.bostonglobe.com/metro/2016/01/19/man-struck-killed-commuter-rail-train-melrose/sNsvOp2kLTeOqWADf1epvI/story.html"
"BG",2016-01-19,"Mass. on track to meet emissions rules. report says","https://www.bostonglobe.com/metro/2016/01/19/state-course-meet-emission-standards-report-says/wD88bRnhFz0w7cTL7yYEsL/story.html"
"BG",2016-01-19,"Married couple identified in Waltham murder-suicide","https://www.bostonglobe.com/metro/2016/01/19/married-couple-identified-waltham-murder-suicide/KwESOgfuZmvFyZ6dYRGnCI/story.html"
"BG",2016-01-19,"RI dealership seeks return of Aaron Hernandez's vehicle","https://www.bostonglobe.com/metro/2016/01/19/aaron-hernandez-case-set-for-status-hearing/mcvW1IuUALhZInWQidMHaL/story.html"
"BG",2016-01-19,"Man convicted in Arborway crash that paralyzed 2","https://www.bostonglobe.com/metro/2016/01/19/man-convicted-negligent-operation-arborway-crash-that-paralyzed/qIg87le5FsVMNtxac6QiAN/story.html"
"BG",2016-01-19,"Gronk's latest endorsement deal? Jerky!","https://www.bostonglobe.com/business/2016/01/19/gronk-latest-endorsement-deal-jerky/SQUvu9NNEQwciZ4l3diQaL/story.html"
"BG",2016-01-19,"Baker gets 25000-signature charter school petition","https://www.bostonglobe.com/metro/2016/01/19/baker-gets-signatuure-charter-school-petition/8Nigg1Kw1KAcCsej849SGO/story.html"
"BG",2016-01-19,"Letter calls for cancellation of Boston IndyCar race","https://www.bostonglobe.com/metro/2016/01/19/group-calls-for-cancellation-boston-indycar-race/eGumjiLgOytR0Qc5hoR9MP/story.html"
"BG",2016-01-19,"Why did my property tax bill go up more than 2.5 percent?","https://www.bostonglobe.com/metro/2016/01/19/why-did-property-tax-bill-more-than-percent/4TSOm0JcXE4yZtdO2icmgJ/story.html"
"BG",2016-01-19,"HOV lane on Southeast Expressway to be open for evening commute","https://www.bostonglobe.com/metro/2016/01/19/massdot-reports-issue-with-southeast-expressway-hov-lane/cdIBVUb6BwQT2ybmRGc8jL/story.html"
"BG",2016-01-19,"Fight to find cheats takes schools around the world","https://www.bostonglobe.com/metro/2016/01/19/chinese-students-hungry-attend-universities-caught-fraudulent-application-process/gpRB06mqBVAsxZ6eAbFKCJ/story.html"
"BG",2016-01-19,"John Kerry on the two New Hampshire primaries he'll never forget","https://www.bostonglobe.com/magazine/2016/01/19/john-kerry-two-new-hampshire-primaries-never-forget/kFEurZREKNQLUjNTv04H4H/story.html"
"BG",2016-01-19,"Pent-up demand creates windows of opportunity","https://www.bostonglobe.com/business/2016/01/20/pent-demand-creates-windows-opportunity/2OkafIk5njuoqu4c6GCc4L/story.html"
"BG",2016-01-19,"MassArt opens new $40m Design and Media Center","https://www.bostonglobe.com/lifestyle/names/2016/01/20/massart-opens-new-million-design-and-media-center/INlbOQIMGgP48U4fcQC6fI/story.html"
"BG",2016-01-19,"MSNBC's Janet Mock has thoughts on MLK Day","https://www.bostonglobe.com/lifestyle/names/2016/01/20/msnbc-mock-has-thoughts-mlk-day/MzfhHQWe1biBtaXgIeEzXN/story.html"
"BG",2016-01-19,"GE and the turning point for Boston","https://www.bostonglobe.com/opinion/editorials/2016/01/20/and-turning-point-for-boston/WUBLLEidDbaEsqHwFmxN5H/story.html"
"BG",2016-01-19,"Pats winning in Denver? No problem. says Donnie Wahlberg","https://www.bostonglobe.com/lifestyle/names/2016/01/20/pats-winning-denver-problem-says-donnie-wahlberg/KeJZee44fSsGsTFZA0V93M/story.html"
"BG",2016-01-19,"Mitch Lipka 53; consumer affairs writer for Globe","https://www.bostonglobe.com/business/2016/01/19/globe-columnist-mitch-lipka-dies/grw060aHgRMBGoZT64Ng9M/story.html"
"BG",2016-01-19,"Companies' shift from suburbs to cities part of national trend","https://www.bostonglobe.com/business/2016/01/19/move-reflects-headquarters-trend-choosing-cities-over-suburbs/Sebvk8lb7D6qxDr0IUR03N/story.html"
"BG",2016-01-19,"High school teams show support for Denna Laing","https://www.bostonglobe.com/sports/2016/01/19/high-school-teams-show-support-for-denna-laing/MbLbW0aXO4tnFVzoN2gnFI/story.html"
"BG",2016-01-19,"The week ahead: Music. theater. arts. events","https://www.bostonglobe.com/arts/2016/01/19/the-week-ahead/ecVgNqevt9rIlTJne09k7I/story.html"
